user,tanggal,bahasa,isi,polarity,sentiment
1145227513624326145,2022-03-20 10:57:46+00:00,in,RT Kronologi Marquez Absen di MotoGP Mandalika karena Gegar Otak,0.0,netral
1258095125613314048,2022-03-20 10:57:45+00:00,in,MARQUEZ AKHIRNYA TDKNIKUT MOTOGP STELAH KECELAKAAN KENAPA SEKALIBER DUNIA HINGGA 4 KALI TERJATUH D ARENA YG SAMA INI TAKDIR ATW ADA KESALAHAN TEKNIS Adakah kabar seperti ini d arena yg sama jatuh berkali kali Nitip JokowiHarusDimakzulkan JokowiHarusDimakzulkan,0.0,netral
962603322,2022-03-20 10:57:45+00:00,in,Hujan itu mang waktu nya berhenti ya pasti berhenti jadi bukan karena pawang Kalau memang bisa kendalikan hujan harus nya hujan itu tidak turun ke mandalika tapi dia geser ketempat lain kalau ini sudah turun 1 jam lebih untung hujan berhenti jd pawang gak terlalu bikin malu,0.0,netral
178154566,2022-03-20 10:57:45+00:00,und,moliveira88,0.0,netral
109708962,2022-03-20 10:57:45+00:00,es,LK Ponco,0.0,netral
997945964378796032,2022-03-20 10:57:44+00:00,in,Emang nonton dimana Wajan Lha ne dr pihak motoGP Indonesia jaya n maju kasian org indonesia tp gk suka ind maju Artinya adzab Allah membalikkan hati anda di kasih dengki mulu Naudzubillah,0.0,netral
1313865778119151616,2022-03-20 10:57:44+00:00,in,Gak di IKN gak di MotoGP DUKUN digunakan hahaha anggaran triliunan rupiah ujung2nya DUKUN BERTINDAK,0.2,positif
796290227186778112,2022-03-20 10:57:42+00:00,in,HAHAHAH AZLYA MANDALIKA PUTRI,0.0,netral
1390761103420887044,2022-03-20 10:57:42+00:00,in,Di 2022 ada pawang hujan ujan tetep turun jadi menurut saya pawang hujan bagian dari hiburan untuk peserta balap dan penonton,0.0,netral
2253470226,2022-03-20 10:57:42+00:00,in,RT NGERI Momen Detik detik Sirkuit Mandalika Disambar Petir,0.0,netral
1081642175157362688,2022-03-20 10:57:42+00:00,in,beneran pake pawang hujan oke,0.0,netral
853574064736149504,2022-03-20 10:57:41+00:00,en,repsol MotoGP Your fight in our home is a onor But your health is number one CHAMP INDONESIA always proud about you,0.8,positif
4854657505,2022-03-20 10:57:41+00:00,in,lagi nungguin berita tanggepan lesti terkait gp mandalika,0.0,netral
985885003,2022-03-20 10:57:41+00:00,in,RT Di Mandalika Marc Marquez udah crash berkali kali lu kapan rilis Car Crash,0.0,netral
1456911290270556163,2022-03-20 10:57:41+00:00,in,BANGSA INI MAU DIBAWA KEMANA PERADABAN MUNDUR Udah Gak Ada Dukun Yg Mumpuni Udah Mati Semua Krn Tdk ada yg Mampu Menunda Kematian Camping Penajam Hujan Mandalika Hujan Gak Ada Kapok2nya TV one,0.0,netral
1377193534361456640,2022-03-20 10:57:40+00:00,in,RT Asmara1701 Pak Anies sudah siap nonton MotoGP Mandalika bersama penonton lainnya,0.0,netral
1490870715821670401,2022-03-20 10:57:40+00:00,en,no correlation doesn t mean causation don t be stupid,-0.5562499999999999,negatif
117597117,2022-03-20 10:57:39+00:00,ja,MotoGP w,0.0,netral
1249909879071891456,2022-03-20 10:57:39+00:00,in,RT nakula Presiden Jokowi serahkan piala untuk M Oliviera sang juara MotoGP Mandalika,0.0,netral
2536834262,2022-03-20 10:57:39+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 149,0.0,netral
1405371819561914368,2022-03-20 10:57:38+00:00,in,RT Albinsaid Alhamdulillah saya sudah pulih dan memilih menyaksikan dari tribun mandalika marquez,0.0,netral
409372768,2022-03-20 10:57:38+00:00,in,RT Hadir di Sirkuit Mandalika Ketua Umum Moeldoko Center Trisya Suherman memberi suport kepada Mario Aji pembalap indones,-0.1,negatif
105393010,2022-03-20 10:57:37+00:00,tl,Intinya saling respect aja Iya kan ngab hahaha,0.2,positif
746046072,2022-03-20 10:57:37+00:00,en,Sickening accident for Marquez Always trying to find the limit so massive respect But fear he will not keep walking away from these huge incidents motogp marcmarquez,-0.16666666666666666,negatif
19962492,2022-03-20 10:57:37+00:00,in,KTM capitalises at wet Mandalika MotoGP race as Binder brothers impress,-0.1,negatif
1328185785007308800,2022-03-20 10:57:36+00:00,in,RT tsuyoshie info terkini mblo A1 sebelum race moto gp sekarang sirkuit mandalika hujan gaes jdi apa guna nya pawang hujan di ba,0.0,netral
771332329558069249,2022-03-20 10:57:36+00:00,in,RT Jakarta Moto GP di Mandalika dihadiri penonton tribun terlihat full di race hari ini Semoga musim depan sepakbola di sini udah,0.35,positif
1327119798514442243,2022-03-20 10:57:35+00:00,in,duh masa mesti ke mandalika gue buat berguru doang,-0.3,negatif
2344392056,2022-03-20 10:57:33+00:00,in,hargailah kepercayaan seseorang maka kerpercayaan mu jugak akan di hargai orang warga 62 kebanyakan ngebully org tanpa dia sendiri sama sekali gk berguna bagi keluarganya aja,0.0,netral
430682617,2022-03-20 10:57:33+00:00,en,Motogp we dont feel confident handing over this year s project to indonesia concerning the weather Indonesia don t worry we have pawang ujan,0.5,positif
60008497,2022-03-20 10:57:33+00:00,en,Congratulations for the king of Mandalika moliveira88 and our highest appreciation for Pak Risman for his best services and dedication,1.0,positif
545592698,2022-03-20 10:57:33+00:00,in,langiittt bisa kah engkau,0.0,netral
943631029377515520,2022-03-20 10:57:32+00:00,in,RT Marv Breaking News Dikabarkan THOR telah tiba di Mandalika untuk menyaksikan Indonesia Moto GP 2022,0.0,netral
1744280418,2022-03-20 10:57:32+00:00,in,Ngeri petir e,0.0,netral
1130051992015986689,2022-03-20 10:57:32+00:00,in,dhykTa abangny gk mention kalo di islam juga ada pawang hujan kendi dupa dll masuk agama org gausah senggol juga kali,0.0,netral
1173546073224122368,2022-03-20 10:57:32+00:00,in,Kecelakaan ini malah membuat Marquez absen 3 4 bulan di MotoGP Itu dokter benaran atau dukun yg menyamar dokter sih Test Sebutkan nama pembalap yg koma berbulan bulan stlh kecelakaan di arena balap Kalau benar hadiahnya masker 1 helai,0.0,netral
2531325416,2022-03-20 10:57:31+00:00,in,riverheaven Kadrunwati monaslimin emang gitu mbak semua orang yg tadi nonton trans7 bakal tau ramenya kaya apa Kalo gak liat se gak nya bamyak yg upload foto video mandalika di semua platform twit fb ig dll,0.0,netral
243057765,2022-03-20 10:57:31+00:00,tl,Kuduna mawa si ipin atau nu di kawinan si aceng di subang,0.0,netral
309420000,2022-03-20 10:57:31+00:00,in,miris sih ngelihat beberapa replynya bahkan event international saja menghargai budaya yg ada disini kok malah banyak yg ngetawain ini jadi salah satu bentuk promosi budaya indonesia bahkan mungkin rider rider motogp bakal selalu ingat momen ini,0.0,netral
459085474,2022-03-20 10:57:30+00:00,en,And this is a special meme for you sir lt 3,0.35714285714285715,positif
1099299198489440257,2022-03-20 10:57:29+00:00,in,Jd yg perlu belajar sapa n jgn sembunyi,0.0,netral
4840446434,2022-03-20 10:57:29+00:00,in,RT Lestari Berkat Aksi Raden Roro Istiati Wulandari Istiati di tengah Sirkuit Mandalika PAWANG HUJAN INDONESIA MENDUN,0.0,netral
2416905564,2022-03-20 10:57:29+00:00,in,orang orang tbtb ngerti motogp ni pada belajar dmn ya,0.0,netral
2293229845,2022-03-20 10:57:28+00:00,in,RT Monyok Tim Jupiter Aerobatic Show Pesawat TNI AU turut memeriahkan gelaran balapan MotoGP di Sirkuit Mandalika dengan mempertun,0.0,netral
476860740,2022-03-20 10:57:27+00:00,in,Pawang hujannya di mandalika Tapi panasnya di jakarta Ketukar,0.0,netral
619877668,2022-03-20 10:57:26+00:00,in,RT Race pertama MotoGp di Sirkuit Pertamina Mandalika akhirnya sukses juga Walopun awalnya sempet khawatir karena,0.0,netral
1001244224,2022-03-20 10:57:25+00:00,in,RT Soccer LIVE MOTOGP MANDALIKA 2022,0.13636363636363635,positif
1501696595410432000,2022-03-20 10:57:25+00:00,en,good,0.7,positif
557401757,2022-03-20 10:57:25+00:00,in,Gaskeun Saya suka traffic,0.0,netral
628336289,2022-03-20 10:57:25+00:00,in,Yg mengolok malahan org indo itu sendiri Official motogp aja respect Pro dan kontra emng kalo saya lebih ke pro,0.0,netral
2536834262,2022-03-20 10:57:24+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 148,0.0,netral
378510606,2022-03-20 10:57:24+00:00,it,RT LA VIOLENTA CADUTA DI MARC MARQUEZ Spagnolo portato in ospedale dopo l highside I DETTAGLI,0.0,netral
1443946762738167817,2022-03-20 10:57:23+00:00,in,MotoGP Ya mas sama2 sukses di balapan berikutnya,0.0,netral
1299688114613559301,2022-03-20 10:57:23+00:00,en,RT Magic from moliveira88 in delayed Mandalika masterclass IndonesianGP,0.5,positif
1498487585802690560,2022-03-20 10:57:22+00:00,en,The master,0.0,netral
705239635127963648,2022-03-20 10:57:22+00:00,in,RT saat ini kami masih blom bisa keluar sirkuit mandalika krn tdk ada bis yang mengangku,0.0,netral
1299879815022088195,2022-03-20 10:57:21+00:00,in,Mantap hujan nya deras sekali kenapa pas asap kemaren gk ada datang ke riau jadi kami gk sesak2 nafas kayak nyamuk di asepin wah parah kami gk di anggap ini giliran motogp aja ada pawang hujan nya sangat tidak ramah bintang 1 wkwkwkwkkw,0.0,netral
48314016,2022-03-20 10:57:21+00:00,in,RT Kalau persoalan seperti ini jadi bidikan masih relevan Sebab mmg ada kecenderungan bukan cuma di Lombok tren latah me,0.0,netral
2171660454,2022-03-20 10:57:20+00:00,in,Huuuhhhh makasih banget buat Iqbal dh ngirimin foto foto di Mandalika Cantiiikk banget disana,0.0,netral
800659470598565888,2022-03-20 10:57:20+00:00,in,RT Podium Juara MotoGP Mandalika Direbut Miguel Oliveira Quartararo Finis Kedua,0.0,netral
3611327426,2022-03-20 10:57:20+00:00,en,Strong exciting race Jack,0.36666666666666664,positif
1488301054139650051,2022-03-20 10:57:20+00:00,in,Ayo bu bakar terus semangatnya hanya ada di mandalika yg begini,0.0,netral
1282628462600052736,2022-03-20 10:57:20+00:00,tr,JASBJWJSJD,0.0,netral
584538735,2022-03-20 10:57:20+00:00,in,Kacau Sudah Bayar Mahal Pawang Hujan Gelaran MotoGP Mandalika Tetap Diguyur Hujan Lebat Mengundang Pawang Hujan Hukumnya Syirik Dapat Mengeluarkan dari Islam Silakan simak ini,0.0,netral
1398991668339036163,2022-03-20 10:57:19+00:00,in,Pembalap MotoGP pada nyanyi through the rain Mariah Carey dong waktu balap,0.0,netral
2536834262,2022-03-20 10:57:19+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 147,0.0,netral
375420763,2022-03-20 10:57:19+00:00,in,2 persons going famous after Mandalika mba rara dan mas risman,0.5,positif
2431782913,2022-03-20 10:57:18+00:00,in,Berkat mbak rara quartararo nomer 2,0.0,netral
1216850038527315968,2022-03-20 10:57:18+00:00,es,adjunto pruebas,0.0,netral
1189554237622980608,2022-03-20 10:57:18+00:00,in,Gaakan bisa soalnya ga sesuai sama kepercayaan mereka padahal kepercayaan di indonesia ada 6,0.0,netral
492076141,2022-03-20 10:57:18+00:00,en,of course,0.0,netral
1017139954168795141,2022-03-20 10:57:18+00:00,pt,Cancela essa corrida,0.0,netral
384211849,2022-03-20 10:57:17+00:00,en,She have a power force like JEDI,0.0,netral
1371014072414601217,2022-03-20 10:57:16+00:00,in,RT sambat Menteri BUMN melakukan sidak fasilitas umum di area penonton sirkuit Mandalika terutama toilet umum pak,-0.03333333333333333,negatif
1387650768086339584,2022-03-20 10:57:16+00:00,in,r Iya sayangnya disana bukan orang islam doang hehe,0.0,netral
976073940111011840,2022-03-20 10:57:15+00:00,en,Good result,0.7,positif
2536834262,2022-03-20 10:57:15+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 146,0.0,netral
1494513343088177156,2022-03-20 10:57:15+00:00,in,Terbang di Area Sirkuit Mandalika 46 Drone Dilumpuhkan Brimob,0.0,netral
1419576006847860742,2022-03-20 10:57:15+00:00,en,kimchi alright Even though science can t explain it but it s real not like Harry potter Movie Bcs this is not MOVIE,0.2,positif
1215126436110979073,2022-03-20 10:57:15+00:00,in,harusnya bawa hina ke mandalika,0.0,netral
1585571792,2022-03-20 10:57:15+00:00,in,Berjalan sukses walaupun hujan sebentar,0.0,netral
868422644546142209,2022-03-20 10:57:14+00:00,in,Lahhh iya emang salahnya dimana pertanyaan saya bang Semua takdir Allah bukan,0.0,netral
405575086,2022-03-20 10:57:14+00:00,in,30 mnit kmudian terang koh yog,0.0,netral
89699871,2022-03-20 10:57:13+00:00,in,Mungkin maksudnya naruh sirkuit di Mandalika biar pariwisata pulau Lombok rame Ternyata MotoGP ga bisa bikin pariwisata di seluruh Lombok rame Artinya event MotoGP tidak memiliki korelasi dengan peningkatan pariwisata karena pengunjung ke Lombok cuma mau nonton ga wisata,0.0,netral
832388685932793857,2022-03-20 10:57:12+00:00,en,Thanks for All Suskse terus,0.2,positif
1184521222756810752,2022-03-20 10:57:12+00:00,in,Berhasil,0.0,netral
2536834262,2022-03-20 10:57:12+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 145,0.0,netral
339583861,2022-03-20 10:57:12+00:00,in,RT Pebalap Red Bull KTM Miguel Oliveira naik podium sebagai juara MotoGP Mandalika 2022 ditemani oleh Fabio Quartararo Monst,0.0,netral
975203100217651200,2022-03-20 10:57:12+00:00,in,Apakah perlu Tetep ujan tuh,0.0,netral
305103422,2022-03-20 10:57:11+00:00,in,RI Kalo dibayar ratusan juta gagal mencegah hujan di Mandalika termasuk kerugian Negara ga Pak,0.0,netral
47915098,2022-03-20 10:57:10+00:00,in,RT Duh tribune di Sirkuit Mandalika tampak dipenuhi sampah makanan dan minuman usai balapan selesai kumparanSPORT,-0.3,negatif
525097860,2022-03-20 10:57:10+00:00,in,The rain master Memalukan,0.0,netral
250109196,2022-03-20 10:57:10+00:00,en,When the rains is pouring down at the mandalika circuit There is Ms Rara Isti Wulandari doing the ritual and do you know what the MotoGP comment They said IT WORKED This is local wisdom in Indonesia MOTOGP IndonesiaGP MotoGPMandalika,-0.07777777777777779,negatif
854538636192174081,2022-03-20 10:57:10+00:00,in,Presiden RI Joko Widodo memberikan piala kepada pemenang MotoGP Indonesia 2022 Miguel Oliveira Fabio Quartararo amp Johann Zarco Minggu 20 3 2022 Foto Biro Pers Sekretariat Presiden IndonesianGP,0.0,netral
1160752303,2022-03-20 10:57:09+00:00,in,hahahaha tapi beneran deh karena tl lagi ramai motogp jadi kangen liat yibo balapan,0.2,positif
117574105,2022-03-20 10:57:08+00:00,in,Gue bahkan baru lihat petir yang ada efek apinya di sirkuit Mandalika Berasa ada efek Banaspatinya gitu IndonesianGP,0.0,netral
416694970,2022-03-20 10:57:08+00:00,in,Kesimpulan nya GP di Mandalika bnyak kearifan lokal yg menghibur Ga usah malu dan saya pribadi tetap bangga jd org Indonesia,0.0,netral
1114449994856128512,2022-03-20 10:57:08+00:00,in,MotoGP Indonesian GP Formula 1 Bahrain GP Coming Soon,0.0,netral
83264516,2022-03-20 10:57:08+00:00,en,Best GP ever,1.0,positif
1321613353488277506,2022-03-20 10:57:08+00:00,in,RT Sejumlah penonton di Eks Bandara Selaparang Mataram NTB berdesakkan saat antre menaiki bus angkutan khusus menuju Mandalik,0.0,netral
1452260726517772294,2022-03-20 10:57:07+00:00,in,intinya Ilmu Pengetahuan sama Kepercayaan Keimanan itu gabisa diadu gabakal ketemu logikanya Satu pakai akal satu pakai hati Intinya jalanin aja dua2nya kalo ada keyakinan yang penting jangan saling menganggap bodoh aja,0.0,netral
1118308465594617857,2022-03-20 10:57:07+00:00,in,MotoGP Aku badmood sehatian liat tayangan dia jatuh terjungkal terputar putar cepet sembuh marc,0.0,netral
2536834262,2022-03-20 10:57:06+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 144,0.0,netral
1106399899480801280,2022-03-20 10:57:06+00:00,in,serba serbi MotoGP,0.0,netral
1027244607833165824,2022-03-20 10:57:05+00:00,in,1997 MotoGP Sentul 1998 Presiden Soeharto Mundur 2022 MotoGP Mandalika 2023 If You Know You Know cc Uda Jajang aja,0.0,netral
1073240848710520832,2022-03-20 10:57:04+00:00,in,pawang ujan GP mandalika keknya bakal go inter ni,0.0,netral
64640968,2022-03-20 10:57:04+00:00,en,Racing moliveira88 Congratz,0.0,netral
99057722,2022-03-20 10:57:04+00:00,und,Cokkk,0.0,netral
1340755767746572294,2022-03-20 10:57:04+00:00,pt,S acordei s 7 para o MotoGp mas depois aquilo nunca mais come ava e voltei a adormecer,0.0,netral
2148406676,2022-03-20 10:57:04+00:00,in,Nanti kalau masuk SPJ an ditulis apa ya yakali dana pawang hujan,0.0,netral
109708962,2022-03-20 10:57:04+00:00,in,Sampai ketemu taun depan dor,0.0,netral
2395440439,2022-03-20 10:57:03+00:00,in,RT Uang yang dihabiskan negara untuk MotoGP Mandalika setara dengan anggaran Kartu Indonesia Pintar Kuliah KIP K untuk 200 rib,0.0,netral
1234216316757655552,2022-03-20 10:57:03+00:00,in,LORD FUNDICK WKWKWWKWKW,0.0,netral
359403464,2022-03-20 10:57:03+00:00,el,otoGP Grand Prix,0.5,positif
238200793,2022-03-20 10:57:03+00:00,en,Cool,0.35,positif
2536834262,2022-03-20 10:57:02+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 143,0.0,netral
920931392,2022-03-20 10:57:02+00:00,in,Waktu masih kecil yang paling ditunggu pas nonton MOTOGP ya kalau ada yg crash Semakin beruntun semakin seru,0.0,netral
1503608580603203584,2022-03-20 10:57:02+00:00,in,HALOO proses 2 3 menit kaak spo anti bf inplan famplan ppj no fee 15k 10k bulan netflix anti on hold 20k yt appmus canva dll dana gopay ovo spay bri qris bank linkaja pulsa 5k legal bergaransi bisa akun sendiri ada WA,0.2,positif
1495776992461209603,2022-03-20 10:57:02+00:00,en,Of course this is indonesiaa,0.0,netral
185389996,2022-03-20 10:57:02+00:00,es,Motor Ferm n Aldeguer suma sus primeros puntos en un GP de Indonesia accidentado v a,0.0,netral
1242817282956349440,2022-03-20 10:57:01+00:00,en,RT Aditt That s Thor he wants to watch the Mandalika GP live,0.16818181818181818,positif
1005972235192975360,2022-03-20 10:57:00+00:00,en,RT Marv Preview Thor Love amp Thunder Thor landing in Mandalika circuit,0.5,positif
1483096973091938306,2022-03-20 10:57:00+00:00,in,Kekuatan,0.0,netral
1033940986169155586,2022-03-20 10:56:59+00:00,in,BNPB Bagikan Ribuan Paket Prokes ke Penonton MotoGP,0.0,netral
1122160169918447616,2022-03-20 10:56:58+00:00,in,Ngeliat cuplikan moto gp di mandalika ngakak terus yaampun tingkah2 indonesia ku,0.0,netral
1193756185272283139,2022-03-20 10:56:57+00:00,in,Timeline isinya MotoGP semua,0.0,netral
85518308,2022-03-20 10:56:56+00:00,in,RT Berikut sosok Risman yang disebut sebut oleh Miguel Oliveira usai memenangi MotoGP Mandalika kumparanSPORT,0.0,netral
2536834262,2022-03-20 10:56:56+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 142,0.0,netral
815465715553554432,2022-03-20 10:56:56+00:00,in,Setahu saya kejadian hujan dan pawang di ajang motogp sudah sangat sering terjadi di dunia ini jd,0.0,netral
96958263,2022-03-20 10:56:56+00:00,en,Yeqiva shirt 4 9 Link FYP fyp anime ONEPIECE1043 MotoGP IndonesianGP AllEngland2022 LoveStory,0.0,netral
2500346192,2022-03-20 10:56:56+00:00,in,RT Menurut Erick Thohir salah satu keunggulan pariwisata adalah sektor ini memiliki dampak berganda yg signifikan Cthnya selama,0.0,netral
1125850927003422720,2022-03-20 10:56:55+00:00,tl,Hey it worked lo katanya,0.0,netral
740845357530238976,2022-03-20 10:56:55+00:00,es,As fue la dur sima ca da de en el IndonesianGP Un golpe muy fuerte que no le ha permitido correr la carrera de MotoGP aunque unas horas m s tarde nos ha dicho que est bien en DAZN Mucho nimo,0.0,netral
48314016,2022-03-20 10:56:54+00:00,in,RT Itu memang sempat dibidik Perhimpunan Hotel dan Restoran Indonesia Sorotan seperti ini realistis dan mmg dibutuhkan publik,0.0,netral
820815388053295105,2022-03-20 10:56:54+00:00,en,RT And with that the IndonesianGP leaves its mark on the World Championship moliveira88 becomes the first ever MotoGP wi,0.25,positif
1253672024121040896,2022-03-20 10:56:54+00:00,in,Ngga juga Inilah kearifan lokal yg kita punya,0.0,netral
1296867706042384384,2022-03-20 10:56:54+00:00,in,Gak tau sih Harus BANGGA atau Malu coba deh lihat marquez rossi pawang hujan mandalika motopGp,0.0,netral
1121720149336150016,2022-03-20 10:56:53+00:00,in,Nah wkwk,0.0,netral
746645375352606720,2022-03-20 10:56:52+00:00,in,WKWKWKWKWKKWWKWK,0.0,netral
885189473083867136,2022-03-20 10:56:52+00:00,tl,Hhahaha,0.0,netral
2536834262,2022-03-20 10:56:52+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 141,0.0,netral
1161952957417414657,2022-03-20 10:56:51+00:00,in,Ini mah orang mau nonton konser di mandalika Di tribun mah sepi,0.0,netral
54554699,2022-03-20 10:56:51+00:00,in,kuyup mau nontonin beb malah gak jadi balapan doi tenang gais udah gw sampein ke Pakde klo MotoGP sukses Konser KPop kudu bisa,0.0,netral
1433820100285526018,2022-03-20 10:56:51+00:00,en,MotoGP Mandalika was struck by lightning and made the event had to be stopped due to heavy rain and they called Pawang Hujan Pawang mandalikaGP MotoGP,-0.1625,negatif
797643542164172800,2022-03-20 10:56:51+00:00,in,Knp harus malu itu sebagian dr trdisi kita,0.0,netral
1084489065955618816,2022-03-20 10:56:50+00:00,in,iya nih dipenuhi dgn mandalika,0.0,netral
71995583,2022-03-20 10:56:50+00:00,in,Miguel Oliveira Juara MotoGP Mandalika Jokowi Serahkan Trofi,0.0,netral
2500346192,2022-03-20 10:56:50+00:00,in,RT Halff Menteri BUMN mengeklaim event yang berlangsung pada 18 20 Maret tersebut berhasil memba,0.0,netral
886075770,2022-03-20 10:56:50+00:00,in,RT Raden Rara Isti Wulandari atau yang kerap disapa Mba Rara seorang pawang hujan Ia diminta secara khusus oleh pihak Sirkuit,0.0,netral
1384616750,2022-03-20 10:56:49+00:00,in,Saya pribadi sangat sangat malu dengan dunia yg mengolok olok acara motogp di mandalika dgn aksi pawang hujan biadab peliharaannya istana negara Apakah presiden dan wapres serta semua jajarannya tdk beragama Itu saja pertanyaan saya memalukan LuhutJokowiMakarKonstitusi,0.0,netral
1502320213005848579,2022-03-20 10:56:49+00:00,in,well menganggap budaya kepercayan orang memalukan bukannya malah kebalik Kenapa semua dipermasalahkan oleh kalian dengan membawa bawa agama mu,0.0,netral
981824201056075776,2022-03-20 10:56:49+00:00,cs,RT new9 M R r P w ng Huj n D r B P n Ind n Ind hn Al m B r n k R g m Ad t n Bud W f I T,0.0,netral
318839198,2022-03-20 10:56:48+00:00,in,Lah wes bubar motoGP Biasane bar maghrib Lali nek neng mandalike wkakakak,0.0,netral
1321613353488277506,2022-03-20 10:56:48+00:00,in,RT Ampe resmi diposting MotoGP komennya cuma themaster Mak motogp mandalika,0.0,netral
2536834262,2022-03-20 10:56:47+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 140,0.0,netral
1500646565052321793,2022-03-20 10:56:47+00:00,in,pintar ya lagi hujan NFT Buzzer mandalika semakin banyak nangkalnya shaman,0.0,netral
121082311,2022-03-20 10:56:47+00:00,da,SA MotoGP,0.0,netral
292806411,2022-03-20 10:56:46+00:00,in,RT indo Keberhasilan GP Indonesia ini bakal jadi jalur pembuka untuk ajang balap internasional lainnya untuk mampir ke Mandalika,0.0,netral
1535868954,2022-03-20 10:56:46+00:00,in,Hamdalah invoice cair,0.0,netral
317683077,2022-03-20 10:56:45+00:00,in,RT 17 Pawang hujan di sirkuit Mandalika kehujanan,0.0,netral
2915532115,2022-03-20 10:56:44+00:00,in,Bersyukurlah tdk kesamber gledek Apapun semua perlu preparasi yg baik,0.0,netral
1302442354331148290,2022-03-20 10:56:44+00:00,en,Congratulations for ur 1st podium in wet race What a great battle man Lov ya,0.35000000000000003,positif
1887410809,2022-03-20 10:56:43+00:00,in,Eih mantab kali itu petir yah,0.0,netral
222977012,2022-03-20 10:56:42+00:00,en,for me it s just for entertaining even it works or not luckyly the God make it works,0.5,positif
225749434,2022-03-20 10:56:42+00:00,ru,MotoGP IndonesianGP MotoGP,0.0,netral
1147011984899989505,2022-03-20 10:56:41+00:00,in,Ini bakal jadi ceritaan ke sanak saudara para pembalap indonesia ternyata punya ilmu supaya hujan berhenti dn anehnya banjir mulu,0.0,netral
216423173,2022-03-20 10:56:40+00:00,in,habis liat motogp di yutub mikir aja sih kok msh ada air menggenang di beberapa titik dalam lintasan,0.0,netral
98788480,2022-03-20 10:56:39+00:00,und,cygn,0.0,netral
1194999892378148864,2022-03-20 10:56:39+00:00,in,motogp dikaitkan ke politik ke agama dah lah mau maju gimana negara ini kalo orangnya aja masih pikir sempit,0.0,netral
589727646,2022-03-20 10:56:39+00:00,in,Master apaaan,0.0,netral
1256485136,2022-03-20 10:56:38+00:00,en,Wtf Thor,-0.5,negatif
2536834262,2022-03-20 10:56:38+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 139,0.0,netral
335931158,2022-03-20 10:56:38+00:00,in,Sidin kada kawa dipandiri luku luput kaina,0.0,netral
4133320399,2022-03-20 10:56:38+00:00,in,sangat benar,0.0,netral
1325845605382455296,2022-03-20 10:56:37+00:00,und,Gws,0.0,netral
1053854530771738625,2022-03-20 10:56:37+00:00,in,ujan di kota gua keknya dari mandalika deh,0.0,netral
513548999,2022-03-20 10:56:36+00:00,in,Mantra pasang hujan di mandalika,0.0,netral
905314956316311552,2022-03-20 10:56:36+00:00,in,Langit bisakah kah kau turunkan hujan,0.0,netral
243044234,2022-03-20 10:56:35+00:00,in,Budaya Magis Indonesia mendunia nh,0.0,netral
1470581097419268097,2022-03-20 10:56:35+00:00,in,jujur ini tadi pas masuk tv lawak banget tapi abis tu beneran terang,0.0,netral
1463152119221874693,2022-03-20 10:56:35+00:00,in,ar sebentar Itu tata cara di islamnya Bisa aja yg dilakuin di mandalika cara kepercayaan mereka Terus apakah kita harus menertawakan kepercayaan mereka Sedangkan kita sendiri masih tersinggung jika agama kita ditertawaka Gimana kalo orang orang itu menertawakan sholat kita,0.0,netral
470849462,2022-03-20 10:56:34+00:00,in,Sumpah ya apa gw doang yang tadi pas motogp mulai trs terharu kaya keren bgt mandalika yaallah bangga bgt sampe netes air mata dikit,0.0,netral
2536834262,2022-03-20 10:56:34+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 138,0.0,netral
1481258919603638275,2022-03-20 10:56:34+00:00,in,Tweet terbaru Sempat Diguyur Hujan Miguel Oliveira Menangkan MotoGP Mandalika,0.0,netral
1309694906353332224,2022-03-20 10:56:34+00:00,in,Emoticonnya pun indo banget,0.0,netral
1270744238561439744,2022-03-20 10:56:33+00:00,in,RT dumdum Ngerih ternyata diam diam datang ke Mandalika dan diteriaki oleh penonton IndonesianGP,0.0,netral
1297177103184482305,2022-03-20 10:56:32+00:00,in,RT dekna Wisatawan yg berkunjung ke Mandalika akan mengeluarkan dana utk kebutuhan tempat tinggal makanan hingga transportasi,0.0,netral
1336944373020327936,2022-03-20 10:56:31+00:00,in,Presiden Jokowi Ucap Selamat dan Terima Kasih atas Suksesnya MotoGP Mandalika,0.0,netral
2536834262,2022-03-20 10:56:31+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 137,0.0,netral
861013810408071168,2022-03-20 10:56:30+00:00,in,Ini yang dinamakan budaya Lokal Go Internasional,0.0,netral
